rank,TeamName,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
92,South Florida,Amer,24-7,109.37905233961128,102,100.36958282197472,88,0.7287998862142697,92,24.25913397322442,7.740866026775581,16,2,16-2,0.5129081019887851,0.4281772406202519,0.5574384427654457,0.5234636945108274,0.4281772406202519,0.5574384427654457,0.8495406474922279,0.8869309752269757,105.43654378696259,105.02713604233483,105.51427701863248,104.6440996273164,110.0491135809831,99.21846602116301,109.44777194799471,90.41889971444864,0.8999287146230215,1,0.08946235301754968,1345.0,1221.0,1219.6374999999998,1.1027866886677395,1.0011171352143569,0,0.8888888888888888,-0.7313332213076461,64,22,67.86213483485305
93,Miami FL,ACC,15-17,109.9042632635588,93,101.05753336361985,96,0.7241369731297669,93,15,17,6,14,6-14,0.6673995928534746,0.4767207234685692,0.76850968563446,0.6673995928534746,0.4767207234685692,0.76850968563446,0.7188690003779661,0.8193712676282384,109.42252702329067,101.76180601510758,109.42252702329067,101.76180601510758,108.3111574891894,100.84437921391377,109.75402415098293,106.37850982223013,0.5888561012069965,10,-0.034666137691554244,1405.0,1487.0,1374.5125000000003,1.0221805913005517,1.0818381062376659,0,0.3,-5.288753458080521,117,262,68.66175656458147
94,Louisiana Tech,CUSA,22-10,107.69717469199131,133,99.04597151521192,62,0.7237223268697801,94,22,10,12,4,12-4,0.4304995766965091,0.4359455553585894,0.4337320273369555,0.4304995766965091,0.4359455553585894,0.4337320273369555,0.8734570959393928,0.8367380809838167,103.64813704749884,104.36402594031775,103.64813704749884,104.36402594031775,109.50973779713841,100.38569224369081,107.14417511727419,98.48684961230825,0.724900538275083,2,-0.03841670411092446,1173.0,1041.0,1071.85,1.0943695479777955,0.9712179875915474,0,0.75,-4.334044295367187,102,271,65.62699716523525
95,Memphis,Amer,22-10,111.52026821578471,70,102.56636131440254,128,0.7236236391862924,95,22,10,11,7,11-7,0.6112562674304832,0.6061014538539916,0.6162319202288394,0.6112562674304832,0.6061014538539916,0.6162319202288394,0.7979720120412771,0.776816215220753,108.10009220839004,103.37904279865052,108.10009220839004,103.37904279865052,113.74063630488534,105.05051489421291,113.10230214682872,108.76306432232552,0.6106132821116398,4,0.10367624418212751,1480.0,1410.0,1303.65,1.135274038277145,1.0815786445748474,0,0.6111111111111112,-1.0487714601035416,68,11,71.62313088807088
96,Massachusetts,A10,20-11,110.88074186998817,82,102.07504026953218,122,0.7214349150784873,96,20,11,11,7,11-7,0.5256159888513082,0.39516760671854384,0.6003669771276265,0.5256159888513082,0.39516760671854384,0.6003669771276265,0.8555236481496892,0.9231433709833032,105.53114165151476,104.65732556455708,105.53114165151476,104.65732556455708,111.4548031156507,101.80195626617585,97.74213222941547,95.04647757789765,0.579718281429349,1,-0.027560350722211413,1333.0,1255.0,1211.325,1.1004478566858604,1.036055558995315,0,0.6111111111111112,-4.598925965497704,106,246,68.26160584787654
97,Saint Joseph's,A10,21-13,110.60282193432161,85,101.99491688426016,118,0.7174322551397029,97,21.23230868855797,13.767691311442029,9,9,9-9,0.5479179802167299,0.39573063326603497,0.6258935849116155,0.5568783503724233,0.39573063326603497,0.6258935849116155,0.8075726280078445,0.8520166428637557,105.93822436220027,104.23283014026367,106.14168974816243,104.01026382159722,112.89354246625129,106.57002691193675,127.39129661784511,98.88074709076409,0.9485103593540665,2,-0.006352019416559163,1366.0,1369.0,1249.2625,1.0934451326282506,1.0958465494641838,0,0.5,-4.437399168343564,103,187,68.30979683266301
98,George Mason,A10,20-12,108.74903226542766,108,100.32232730963987,86,0.7165732374697695,98,20,12,9,9,9-9,0.5408116180568737,0.4135759302271127,0.6228918016518494,0.5408116180568737,0.4135759302271127,0.6228918016518494,0.8328700356059366,0.8665222953416803,106.63656154757416,104.45502137063865,106.63656154757416,104.45502137063865,109.73550020545223,101.06265926308785,108.97407117332833,107.47562081983946,0.5397231742175036,1,-0.014502175447034027,1237.0,1191.0,1152.4124999999997,1.073400366622195,1.0334841039992193,0,0.5,-4.551527193670995,105,220,63.769474750110334
99,College of Charleston,CAA,27-7,113.32628078722615,53,105.19280849909453,177,0.7019238331615968,99,27.184067660420364,7.815932339579635,15,3,15-3,0.4349928342130867,0.44827977032299304,0.41538024698187376,0.4486380728793949,0.44827977032299304,0.41538024698187376,0.8795964545955458,0.8773135827765527,104.22756378296319,106.65660703192113,104.84325885890614,106.52166709690549,117.06074086161033,107.93237205435952,113.22261737417838,107.98587270368748,0.6328792099306563,1,0.07236617317564087,1489.0,1303.0,1240.6,1.2002256972432694,1.050298242785749,0,0.8333333333333334,-1.6034979300251064,75,38,69.95249063879233
100,Appalachian St.,SB,27-6,106.02081358771733,162,98.42137567128017,46,0.7016861889622944,100,27.166794992386336,6.833205007613665,16,2,16-2,0.4112543545865177,0.4168355813601407,0.4042144724773091,0.4255423790356177,0.4168355813601407,0.4042144724773091,0.8823127938317028,0.8848035914236446,104.95637612168865,107.20742018136784,105.36316793844436,106.9112706782772,105.79247721163823,96.36828128608988,201.30302515738214,148.3403530943103,0.9709983911770019,1,0.0800183469129706,1375.0,1177.0,1256.575,1.094244275112906,0.9366730994966476,0,0.8888888888888888,-1.0353137491685518,67,29,66.69599540997335
101,Rutgers,B10,15-17,98.05929968308804,295,91.3658424469396,4,0.6927607752842387,101,15,17,7,13,7-13,0.7070013560268524,0.4598898026540219,0.8388084311743673,0.7070013560268524,0.4598898026540219,0.8388084311743673,0.6626068739886948,0.8252221955789263,111.42907105168922,100.8776608821906,111.42907105168922,100.8776608821906,99.11950006894101,91.9574603476138,109.85185177890237,100.3742427637143,0.7383887492753972,16,0.042238173032934534,1289.0,1403.0,1382.35,0.9324700690852534,1.0149383296560206,0,0.35,-3.453446372639564,90,84,67.80813938096068
102,Stanford,P12,14-18,109.83949063829556,94,102.4534988327323,127,0.6900873353978552,102,14,18,8,12,8-12,0.6674570342067287,0.47564773518009734,0.7554864840869826,0.6674570342067287,0.47564773518009734,0.7554864840869826,0.7386481420071316,0.8620024799572645,109.06647668545119,101.19334276884538,109.06647668545119,101.19334276884538,112.76782984505522,102.27103729297464,117.14635072478698,108.71845264192355,0.7023719350624307,8,-0.05509174251401611,1510.0,1546.0,1425.6749999999997,1.0591474213968823,1.0843986181983976,0,0.4,-7.027725842681175,141,294,69.51311419411616
103,St. Bonaventure,A10,20-13,111.04180207020332,80,103.68142794650542,145,0.6875548739290023,103,20,13,9,9,9-9,0.5583807648858581,0.4126751312175399,0.6386897655985588,0.5583807648858581,0.4126751312175399,0.6386897655985588,0.8182047175291096,0.864107182753365,105.62283105488115,103.09430665282268,105.62283105488115,103.09430665282268,112.33647670228524,104.60030828616036,138.3273437035554,129.97489144812084,0.6717782589533826,2,0.008006282854364666,1322.0,1277.0,1206.5375000000001,1.0956973985474963,1.0584005884607812,0,0.5,-4.771735846472936,110,154,65.39231310617775
104,Belmont,MVC,20-13,109.06181534499208,106,102.06292317156343,120,0.6819485721039704,104,20,13,12,8,12-8,0.5266925822321477,0.4481490023980598,0.5771414234980081,0.5266925822321477,0.4481490023980598,0.5771414234980081,0.826075002893007,0.8365557648698565,106.86922216655938,104.44737761085237,106.86922216655938,104.44737761085237,111.28094510705117,102.33175452067678,106.10307435132225,116.07733840084401,0.26245933528432547,4,-0.007958263194414728,1535.0,1474.0,1412.0874999999999,1.0870431187869025,1.0438446626005826,0,0.6,-5.194774921264551,116,192,71.13027075738198
105,Oklahoma St.,B12,12-20,108.77949328028566,107,101.83575489347663,111,0.6810405812843233,105,12,20,4,14,4-14,0.6703063617036259,0.4014989635257447,0.8567616777592908,0.6703063617036259,0.4014989635257447,0.8567616777592908,0.6885023545130513,0.8962445947031147,109.44624463187446,100.56270058162788,109.44624463187446,100.56270058162788,111.23343798253153,103.69239907276206,117.89990496147544,111.16504435363073,0.6629414924599866,15,-0.08462450557036522,1230.0,1392.0,1222.4375000000002,1.006186410348177,1.13870852293062,0,0.2222222222222222,-7.535158572286708,151,344,67.05797546232267
106,Charlotte,Amer,19-12,108.59030955839613,112,101.76962868034283,107,0.6783087314308315,106,19,12,13,5,13-5,0.538252469743947,0.5037882494048616,0.5664415313567933,0.538252469743947,0.5037882494048616,0.5664415313567933,0.8369368917193837,0.824809301583299,106.80262567836994,104.12752480726903,106.80262567836994,104.12752480726903,111.66953685583891,102.99621147887864,98.80690188670842,108.51552582852715,0.2539137282730216,1,-0.00045791169350428707,1253.0,1214.0,1138.5375,1.1005346771625881,1.066280205965987,0,0.7222222222222222,-4.961265799767211,112,172,62.42253561162969
107,Arkansas,SEC,16-17,109.51556945367923,100,102.65967841975667,130,0.6777484970001207,107,16,17,6,12,6-12,0.6813469859118447,0.5351605522397255,0.7912013754668004,0.6813469859118447,0.5351605522397255,0.7912013754668004,0.7134949062778302,0.8294160067710656,111.52177221967165,102.34455094479013,111.52177221967165,102.34455094479013,108.79488750297439,102.58423487876266,115.92767061736753,106.00260555203614,0.7367766960136847,12,0.02209970704546632,1340.0,1475.0,1309.1499999999999,1.0235649085284346,1.1266852537906276,0,0.3333333333333333,-4.80030163178946,111,118,70.62396874806622
108,Northern Iowa,MVC,19-14,108.66695473683912,111,102.26921948184889,124,0.6677017114755591,108,19,14,12,8,12-8,0.5777407773777513,0.5441484237822163,0.5775715430947184,0.5777407773777513,0.5441484237822163,0.5775715430947184,0.8020098315175802,0.7753955745814273,107.49660229420085,103.2940801999118,107.49660229420085,103.2940801999118,107.91939221161216,103.41626360619266,120.40980791723557,116.54187212617802,0.5927822788314934,6,0.026216828675850956,1426.0,1412.0,1347.3625000000002,1.058364026013786,1.047973355351659,0,0.6,-5.025707611726304,113,111,66.46073882047571
109,UAB,Amer,23-11,112.74186367406904,59,106.28432619079439,197,0.6633601424896659,109,23.213532198442977,11.786467801557022,12,6,12-6,0.5746928820811406,0.4908617684854051,0.6331348897714542,0.583384556690732,0.4908617684854051,0.6331348897714542,0.8199435878357375,0.862210478086612,107.66123466876304,103.74747273033925,107.77483489498184,103.45688146218977,111.30338352430513,104.60913157140192,130.4894165941838,120.84336818139914,0.7074775117533181,3,0.10596333716575068,1389.0,1359.0,1265.1250000000002,1.0979152257682046,1.0742021539373579,0,0.6666666666666666,-2.7259040833403763,85,10,67.73344576774714
110,Vermont,AE,28-6,104.52351477681877,191,98.69222094810578,53,0.6592981950691917,110,28.131965595315506,6.868034404684494,15,1,15-1,0.38825649301240206,0.4660985200709966,0.33240381587470225,0.40365373127222137,0.4660985200709966,0.33240381587470225,0.88981177249513,0.8561660774766771,102.96914372070516,106.45001812443465,103.50945717270177,106.15841469514284,104.14282012319484,95.7854435098036,95.92606943834166,105.49012041132082,0.25106234242787473,2,0.09961032305097184,1154.0,975.0,1074.025,1.0744628849421567,0.9078000977630873,0,0.9375,-1.2359427813090162,71,15,63.30806855489165
111,Cornell,Ivy,22-7,111.37103274439099,73,105.23952765668011,179,0.6572865529144537,111,22.14283156470014,7.85716843529986,11,3,11-3,0.4459996055270813,0.39767195784198833,0.47306378214266276,0.4609703979656016,0.39767195784198833,0.47306378214266276,0.8492571535542732,0.8594983950880822,104.48652702151739,105.09831118657206,104.9327356546717,104.81201429445873,112.91389352788642,105.18241823724998,116.26183282792633,113.90707479007438,0.5585578495715805,1,0.10021379306791733,1123.0,1017.0,972.8249999999998,1.1543700048826873,1.045408989283787,0,0.7857142857142857,-1.4840464911531157,74,14,71.46162488075487
112,Hofstra,CAA,20-13,107.91925737626323,124,101.98989170664252,117,0.6569790635029208,112,20,13,12,6,12-6,0.47295760507442636,0.5399698254563232,0.42004955953763895,0.47295760507442636,0.5399698254563232,0.42004955953763895,0.8550155532698573,0.7878456984245668,106.49868722369244,106.83619573081835,106.49868722369244,106.83619573081835,107.93058592285652,104.34045249427312,110.99881253854535,106.39860022783779,0.6193432157852118,3,-0.03595629429019376,1316.0,1213.0,1182.7875000000001,1.1126258943385856,1.0255434725172525,0,0.6666666666666666,-6.404971211747252,133,267,65.58714320101551
113,Western Carolina,SC,22-10,107.70835892343177,132,101.90325610382939,113,0.6541062054866755,113,22,10,11,7,11-7,0.4035923449752151,0.35039321980425214,0.4348345852104589,0.4035923449752151,0.35039321980425214,0.4348345852104589,0.9016292438910471,0.9107821729374532,104.26692837415047,106.88425800447769,104.26692837415047,106.88425800447769,108.58122045423292,102.45014081280321,0,0,0,0,-0.014424540564353161,1380.0,1261.0,1241.925,1.1111782112446404,1.015359220564849,0,0.6111111111111112,-5.314626734998415,119,219,66.80373158467614
114,Michigan,B10,8-24,109.96828139638212,92,104.34958637368365,153,0.646370014821448,114,8,24,3,17,3-17,0.7734300453365944,0.6417448812795147,0.8460997225149811,0.7734300453365944,0.6417448812795147,0.8460997225149811,0.6321381604291317,0.7428368839354275,113.25294818645214,99.52538943235693,113.25294818645214,99.52538943235693,109.51613924481265,104.8066026564607,115.91759086087917,107.1944737087592,0.7108879345005219,17,-0.08332291978535916,1361.0,1592.0,1366.8874999999998,0.9956927691562035,1.1646898519446554,0,0.15,-9.171154550620585,184,343,67.39027037914299
115,California,P12,13-19,107.82655778541421,129,102.68796949562531,131,0.6368073465664852,115,13,19,9,11,9-11,0.6879146786358828,0.528379997194043,0.7755501205918871,0.6879146786358828,0.528379997194043,0.7755501205918871,0.7255937406232763,0.8425483374736906,109.66898168368688,100.98423765532847,109.66898168368688,100.98423765532847,107.94552165636102,101.31589147884249,116.70779236832104,112.06340007745317,0.6146729904350753,10,-0.022481249549927695,1455.0,1543.0,1432.3875000000003,1.0157865800979133,1.0772224694784056,0,0.45,-7.50623635667286,149,236,68.35064627860382
116,Southern Illinois,MVC,19-13,108.53350513627471,113,103.37696046163438,141,0.6364024038903981,116,19,13,11,9,11-9,0.504858439282918,0.34436923005641185,0.5952595266910106,0.504858439282918,0.34436923005641185,0.5952595266910106,0.8507529828939608,0.9251419307367127,105.85125387780239,104.81558829112659,105.85125387780239,104.81558829112659,106.55530288036182,103.55610312433195,104.41432371235948,110.0393985363769,0.3535608548515172,3,-0.015434765958375118,1372.0,1401.0,1322.1125000000002,1.0377331732360142,1.0596677665478542,0,0.55,-6.298652550922143,129,223,64.21311003550439
117,UT Arlington,WAC,20-14,108.22538304115682,119,103.09892679847363,136,0.6360035282528758,117,20,14,13,7,13-7,0.47166592075688635,0.5145387856440592,0.4309082136473926,0.47166592075688635,0.5145387856440592,0.4309082136473926,0.8294590338460589,0.704730372296514,104.85396110022518,103.93688654899252,104.85396110022518,103.93688654899252,107.17407427582557,101.16580876634701,101.15438266595237,104.53187851667595,0.4066797697903761,5,-0.031086183229051323,1560.0,1437.0,1465.9125,1.0641835716661125,0.9802767900539767,0,0.65,-6.394163257987928,132,254,70.7809877165537
118,Santa Clara,WCC,20-13,108.3917384413677,116,103.31860000521945,140,0.6344246765393585,118,20,13,10,6,10-6,0.5348567877106223,0.5333550576944552,0.5250381705424518,0.5348567877106223,0.5333550576944552,0.5250381705424518,0.7888001746183493,0.8019970153964203,106.697753954871,104.51903161927234,106.697753954871,104.51903161927234,108.24486880552861,103.78148394867553,131.79306780774468,128.7528436504148,0.566697998290444,8,0.056852257222891445,1212.0,1140.0,1098.4750000000001,1.103347823118414,1.0378024078836567,0,0.625,-3.8250287867746944,95,65,69.0320221612998
119,Davidson,A10,15-17,104.70397836397845,185,99.85436252767008,77,0.6330630993070543,119,15,17,5,13,5-13,0.5591320471276234,0.44025627675887863,0.6507212001362386,0.5591320471276234,0.44025627675887863,0.6507212001362386,0.8091027413996115,0.8367289548310116,106.98159177123638,102.67037331515182,106.98159177123638,102.67037331515182,104.38933762097383,100.48376911006167,120.50381907282754,125.88562922981815,0.3769622740385007,3,-0.0757956356082854,1232.0,1251.0,1215.25,1.013783172186793,1.029417815264349,0,0.2777777777777778,-8.673882160532933,174,334,65.44663252271953
120,Troy,SB,20-12,106.67720476402108,148,101.82650728932762,109,0.6306895132240736,120,20,12,13,5,13-5,0.39739874376686185,0.39429908823837584,0.39838281245671714,0.39739874376686185,0.39429908823837584,0.39838281245671714,0.8987868307052592,0.8713409483263537,103.93121323193353,106.20651220234897,103.93121323193353,106.20651220234897,108.09480148985621,101.00175296175063,111.01544807161665,110.66333074869057,0.5091323633059959,1,-0.06984958605361391,1401.0,1265.0,1279.45,1.0950017585681346,0.9887060846457462,0,0.7222222222222222,-7.311124426624283,146,323,69.59656781198173
121,UNC Wilmington,CAA,21-10,112.51702197030104,62,107.9148485342042,231,0.6178100849654822,121,21,10,12,6,12-6,0.4291184740667787,0.4332114223702585,0.41930312183337454,0.4291184740667787,0.4332114223702585,0.41930312183337454,0.8797600762632675,0.8468930107802257,105.01744436824417,106.10289355569294,105.01744436824417,106.10289355569294,113.1564834079774,108.83233488701505,108.7509445681459,80.33349648557522,0.9702015460576854,1,0.03409643404207796,1376.0,1253.0,1179.625,1.166472395888524,1.0622019709653492,0,0.6666666666666666,-4.660098220705695,108,98,65.09343593013584
122,High Point,BSth,25-8,114.08788223901772,45,109.48436884713347,263,0.6162481215808103,122,25,8,13,3,13-3,0.3627817062429011,0.34552623817628336,0.37839869193953074,0.3627817062429011,0.34552623817628336,0.37839869193953074,0.9231063332752184,0.9183710112051898,102.87032220888644,107.69998913113494,102.87032220888644,107.69998913113494,115.16841361807909,110.41934662413153,0,0,0,0,0.033726420130116175,1343.0,1217.0,1138.3125,1.179816614506122,1.0691264481414375,0,0.8125,-4.169994109232609,99,101,68.48338864095848
123,Georgia Tech,ACC,14-18,107.93695201225492,122,103.8383820066178,146,0.6094934570004447,123,14,18,7,13,7-13,0.7093755434194517,0.583566498432517,0.783781218491016,0.7093755434194517,0.583566498432517,0.783781218491016,0.7082449621018854,0.7817417577438,109.97496000481428,100.37083146922139,109.97496000481428,100.37083146922139,110.23566952401515,104.820122506561,122.82371662963972,109.91557773874338,0.7819270196260064,11,0.0642785572858684,1404.0,1538.0,1369.8500000000001,1.0249297368324999,1.1227506661313282,0,0.35,-5.708050044896003,122,49,67.42839144489407
124,West Virginia,B12,9-23,108.7084216636022,110,104.62970403353181,163,0.6082067161700042,124,9,23,4,14,4-14,0.7462533420963174,0.5801410395690537,0.8603457364030179,0.7462533420963174,0.5801410395690537,0.8603457364030179,0.6687590297083857,0.8278709765896344,111.15078654892312,99.02671056967809,111.15078654892312,99.02671056967809,110.37549400330387,106.77257453362387,120.9267223334161,117.198337821189,0.589075841469256,17,-0.06340300977850039,1261.0,1465.0,1262.0625,0.9991581241024118,1.1607982964393602,0,0.2222222222222222,-9.461900438816667,193,311,68.32697934509368
125,UC San Diego,BW,21-11,110.74223289851349,84,106.58802671991279,205,0.6081856433946903,125,21.843634035168364,11.156365964831638,15,5,15-5,0.39710463419740555,0.38702333629759195,0.4031534129372936,0.3918415616417235,0.38702333629759195,0.4031534129372936,0.8980249621363836,0.8722790745594126,102.63822537054736,105.82827302848533,102.44498924085828,105.8888520694971,113.95967714130441,107.30435465846816,125.87142414753973,124.319266026179,0.5356124803230892,2,-0.0166361549782309,1537.0,1395.0,1341.6625000000001,1.1455936198559622,1.0397547818471484,0,0.75,-6.159963629809415,128,227,65.28269817786354
126,Arizona St.,P12,14-18,103.10151504096788,216,99.25723894091897,67,0.6075418544600373,126,14,18,8,12,8-12,0.7226021789578781,0.6322567227560201,0.7663278345733312,0.7226021789578781,0.6322567227560201,0.7663278345733312,0.705188989897753,0.7730444806889524,110.80167751840361,100.28209066500003,110.80167751840361,100.28209066500003,107.033373278597,100.93487071337564,104.31168630439655,106.48331101518376,0.44103663705101487,12,0.0696666002327066,1416.0,1513.0,1403.9250000000004,1.0086008867995082,1.077692896700322,0,0.4,-5.6462303748205365,121,43,68.98758604454065
127,Notre Dame,ACC,13-20,101.86692831730429,237,98.15376468860927,41,0.6051615368394588,127,13,20,7,13,7-13,0.6765246452567855,0.49099626059648577,0.7724443497884155,0.6765246452567855,0.49099626059648577,0.7724443497884155,0.7108243841356154,0.7803643071111661,110.01319712707617,101.38987713201473,110.01319712707617,101.38987713201473,102.40383341065444,95.53538834466003,106.94852269311613,108.92331069926857,0.44759094492733253,10,-0.013224755916208752,1268.0,1327.0,1302.4125000000001,0.9735778795120592,1.0188784275335194,0,0.35,-7.7576159698185645,154,215,64.2309926660136
128,Drexel,CAA,20-12,107.04027423616583,142,103.2281805321919,139,0.602771778474738,128,20,12,13,5,13-5,0.4345385634765289,0.44574836059822076,0.42233553124543916,0.4345385634765289,0.44574836059822076,0.42233553124543916,0.8822742806587421,0.8651912456221974,104.3348843338843,106.64875034606482,104.3348843338843,106.64875034606482,110.69858059397606,105.30508407334767,112.39223586010691,88.6015610623069,0.9390732921192921,1,-0.00934553319295317,1341.0,1212.0,1175.9875,1.1403182431786052,1.0306231996513568,0,0.7222222222222222,-6.546495133028268,134,194,64.46284772385147
129,Seattle,WAC,19-14,103.72969185602552,208,100.05673670150762,79,0.6021871423669918,129,19.834162084826,14.165837915173997,11,9,11-9,0.44576674947516204,0.4443067375677254,0.4342278828423513,0.43945971423997326,0.4443067375677254,0.4342278828423513,0.8841586429408514,0.8676529680580295,102.96277361406594,104.81995616615288,102.70787357393762,104.82413895691751,101.380047439071,101.68756192190281,0,0,0,0,-0.05834994360941281,1435.0,1372.0,1398.6625000000004,1.0259801774909956,0.9809371453084641,0,0.55,-8.359372815499341,169,304,66.74095678835748
130,Sam Houston St.,CUSA,21-12,105.47358509028206,172,101.9488676687125,115,0.5964933825670989,130,21,12,13,3,13-3,0.44919735022089874,0.4586166567340181,0.4493968292486408,0.44919735022089874,0.4586166567340181,0.4493968292486408,0.8646850751572773,0.8266259996567853,102.99962242627939,103.7464715237946,102.99962242627939,103.7464715237946,108.58446406613889,102.50012942606571,99.39480403669278,116.5773119624272,0.13779445056016476,1,0.022592190758698893,1163.0,1075.0,1081.1000000000001,1.0757561742669501,0.9943575987420219,0,0.8125,-5.731638657751796,123,117,67.66225443400447
131,Akron,MAC,24-10,105.02663382983155,176,101.5619573274688,103,0.595263242742026,131,24.101126493404262,10.898873506595738,13,5,13-5,0.410808498936395,0.5186789878466639,0.32603363683813114,0.4256122890677287,0.5186789878466639,0.32603363683813114,0.8739507973562801,0.8181600614490697,103.88579550398153,106.59726194950446,104.39312366648336,106.29023280584072,107.76446799848279,103.62124273318315,102.16927237142431,104.28768579272726,0.44127067809829373,2,0.05470175963535151,1334.0,1183.0,1190.2,1.1208200302470173,0.9939505965383969,0,0.7222222222222222,-4.50478653902002,104,68,65.69762554933868
132,Western Kentucky,CUSA,22-11,105.19091669324231,175,101.77613761348171,108,0.5937560575723827,132,22.09520158541356,11.904798414586441,8,8,8-8,0.3888151301114163,0.3253634584702488,0.4497322604416371,0.40481599875518376,0.3253634584702488,0.4497322604416371,0.8949565175203116,0.9252373422833678,102.54991038204443,105.46069154949653,103.0778743158954,105.11023653776091,106.7193304698415,105.35378064350839,0,0,0,0,-0.009513681022869869,1282.0,1219.0,1203.1125000000002,1.0655695124105184,1.0132053320034493,0,0.5,-6.563533554370319,135,197,75.05786977454326
133,Morehead St.,OVC,26-8,106.66378345345747,149,103.3812830890534,142,0.5889106952839738,133,26.107944469267736,8.892055530732264,14,4,14-4,0.30623676792677335,0.41266965529533817,0.22083121765803126,0.3238331636135766,0.41266965529533817,0.22083121765803126,0.882860797035336,0.7969404552886162,102.01079516227675,108.1811210319697,102.76300951901267,107.95248072654697,107.79281256693154,105.03041145034416,101.00174568875624,110.82610194068124,0.2558822304302188,2,0.033961837526472194,1321.0,1115.0,1164.4875,1.13440462005818,0.9575027640914995,0,0.7777777777777778,-3.367883074577943,88,99,64.27894256033366
134,Wichita St.,Amer,15-19,104.66300749240295,187,101.44949777149097,101,0.5887070935383569,134,15,19,5,13,5-13,0.5616829323958706,0.5017347465232266,0.5967742713179934,0.5616829323958706,0.5017347465232266,0.5967742713179934,0.8370400288242824,0.8659188291666454,107.81148712661464,104.43544372025603,107.81148712661464,104.43544372025603,103.95193989163884,102.20386103002585,133.57259779711998,128.5862186346048,0.6076686916502035,2,-0.07896809736832167,1277.0,1333.0,1252.9624999999999,1.0191845326576017,1.0638786076997517,0,0.2777777777777778,-11.129818544496038,227,339,68.06031488416858
135,Missouri,SEC,8-24,107.99188452299646,121,104.7686082161146,166,0.5862469405277042,135,8,24,0,18,0-18,0.6794017813066964,0.49216687055309893,0.8102529625645227,0.6794017813066964,0.49216687055309893,0.8102529625645227,0.6897112828517431,0.7822311250348359,111.0517712043698,102.22479729465853,111.0517712043698,102.22479729465853,108.7561714481552,106.54163096660422,112.26978785811431,105.55747579321195,0.6701725891964233,12,-0.13076091821665592,1255.0,1447.0,1232.3750000000002,1.0183588599249416,1.174155593873618,0,0.0,-11.341841519215297,231,358,66.62729366457904
136,Arkansas St.,SB,18-16,112.78488370367022,57,109.43225340696227,261,0.5858975428805363,136,18.849921362379675,16.150078637620325,11,7,11-7,0.48760199752813227,0.5249507234624986,0.42831401609541486,0.47938178766555106,0.5249507234624986,0.42831401609541486,0.8497429219597403,0.7856324614480277,105.27976861795838,105.3833451873837,105.03166322244529,105.4860394370161,114.28091064716402,112.57665465105272,96.27940268462835,102.63045812853086,0.3241808569983719,3,-0.042522807503524884,1459.0,1383.0,1265.6875,1.1527331983605749,1.0926867808997087,0,0.6111111111111112,-8.809610952008953,176,277,67.97702706904691
137,Oakland,Horz,23-11,107.81351667310662,131,104.62954170797661,162,0.5853406508558496,137,23.14410321468376,11.85589678531624,15,5,15-5,0.44382768777109827,0.6446585397022777,0.34299152881963674,0.45667371481371355,0.6446585397022777,0.34299152881963674,0.8398586818345374,0.6793068951654466,105.61315628022764,107.76124456917054,106.10988778318162,107.60335070941613,106.98547130068648,107.05783337439402,123.41691942966504,114.06707174605461,0.7121785372450492,6,0.06367412510052939,1578.0,1459.0,1400.25,1.1269416175682914,1.0419567934297447,0,0.75,-4.183363148119964,100,51,66.76949268874064
138,South Dakota St.,Sum,22-12,107.55817136988662,137,104.44807977309253,154,0.5835660693509074,138,22.057536816901386,12.942463183098615,12,4,12-4,0.38680452073662513,0.44035846320705907,0.3406241498152255,0.4031316400680189,0.44035846320705907,0.3406241498152255,0.891136331811608,0.8773199920155617,104.21408295952348,107.33532880787126,104.50868890098678,106.68537574588606,108.1889259651844,107.35640981726011,105.19250594817846,116.76472985955115,0.23143191660279394,1,-0.02533985238827341,1263.0,1162.0,1108.6999999999998,1.1391720032470463,1.0480743212771717,0,0.75,-7.422939533908725,148,241,67.89605181379815
139,Youngstown St.,Horz,22-10,106.61716737489851,150,104.16188543475658,150,0.5665846612188521,139,22,10,14,6,14-6,0.3334457448662134,0.31241857059285,0.3448286338691887,0.3334457448662134,0.31241857059285,0.3448286338691887,0.9132181003901536,0.8819388958747854,103.62609159863591,109.22676027108723,103.62609159863591,109.22676027108723,108.98939429896537,104.10338476418322,114.08692808413582,101.63451116072542,0.7906986102774797,1,-0.012682248197890211,1633.0,1430.0,1419.1625000000001,1.150678657306686,1.0076365462024257,0,0.7,-5.978757071896278,127,211,68.83519409783867
